Reader2,Tag1,-41,-40.97348847,1.837176762,15/11/2021 02:13:31
Reader2,Tag1,-39,-40.83525727,1.54411359,15/11/2021 02:13:32
Reader2,Tag2,-43,-40.97148317,2.185861503,15/11/2021 02:13:33
Reader2,Tag2,-41,-40.7553451,1.837176762,15/11/2021 02:13:34
Reader2,Tag1,-41,-40.77225848,1.837176762,15/11/2021 02:13:35
Reader2,Tag2,-41,-40.78797614,1.837176762,15/11/2021 02:13:35
Reader2,Tag1,-41,-40.80258768,1.837176762,15/11/2021 02:13:36
Reader2,Tag2,-43,-40.73049882,2.185861503,15/11/2021 02:13:38
Reader2,Tag2,-43,-40.88625213,2.185861503,15/11/2021 02:13:39
Reader2,Tag2,-43,-41.0312118,2.185861503,15/11/2021 02:13:39
Reader2,Tag1,-39,-40.56311961,1.54411359,15/11/2021 02:13:40
Reader2,Tag1,-42,-41.22326426,2.00394959,15/11/2021 02:13:41
Reader2,Tag1,-39,-41.07104386,1.54411359,15/11/2021 02:13:41
Reader2,Tag1,-39,-40.92930358,1.54411359,15/11/2021 02:13:42
Reader2,Tag1,-43,-41.07096974,2.185861503,15/11/2021 02:13:43
Reader2,Tag2,-43,-41.16614578,2.185861503,15/11/2021 02:13:43
Reader2,Tag1,-39,-40.92932858,1.54411359,15/11/2021 02:13:44
Reader2,Tag2,-42,-41.00253609,2.00394959,15/11/2021 02:13:44
Reader2,Tag1,-42,-41.07072215,2.00394959,15/11/2021 02:13:45
Reader2,Tag1,-42,-41.19339518,2.00394959,15/11/2021 02:13:46
Reader2,Tag1,-39,-41.04353526,1.54411359,15/11/2021 02:13:46
Reader2,Tag2,-42,-41.13423423,2.00394959,15/11/2021 02:13:47
Reader2,Tag2,-43,-41.04710753,2.185861503,15/11/2021 02:13:47
Reader2,Tag2,-43,-41.42051664,2.185861503,15/11/2021 02:13:49
Reader2,Tag1,-39,-40.9039327,1.54411359,15/11/2021 02:13:49
Reader2,Tag1,-38,-41.18694962,1.415609264,15/11/2021 02:13:50
Reader2,Tag1,-39,-41.0376241,1.54411359,15/11/2021 02:13:51
Reader3,Tag1,-41,-35.03978444,2.511886432,15/11/2021 02:13:14
Reader3,Tag2,-32,-34.2666382,1.122018454,15/11/2021 02:13:15
Reader3,Tag1,-23,-31.91861259,3.16227766,15/11/2021 02:13:16
Reader3,Tag2,-32,-33.79985848,1.122018454,15/11/2021 02:13:16
Reader3,Tag1,-41,-33.29863365,2.511886432,15/11/2021 02:13:17
Reader3,Tag1,-41,-34.34345483,2.511886432,15/11/2021 02:13:18
Reader3,Tag2,-32,-34.80447015,1.122018454,15/11/2021 02:13:19
Reader3,Tag2,-32,-34.50684149,1.122018454,15/11/2021 02:13:19
Reader3,Tag1,-42,-35.25625087,2.818382931,15/11/2021 02:13:20
Reader3,Tag2,-24,-34.1865373,2.818382931,15/11/2021 02:13:21
Reader3,Tag1,-23,-33.16927571,3.16227766,15/11/2021 02:13:21
Reader3,Tag1,-23,-31.4130132,3.16227766,15/11/2021 02:13:22
Reader3,Tag2,-22,-32.19153792,3.548133892,15/11/2021 02:13:23
Reader3,Tag2,-31,-32.75866178,1.258925412,15/11/2021 02:13:24
Reader3,Tag1,-41,-32.90868349,2.511886432,15/11/2021 02:13:25
Reader3,Tag2,-31,-32.62298123,1.258925412,15/11/2021 02:13:26
Reader3,Tag1,-43,-32.7941701,3.16227766,15/11/2021 02:13:26
Reader3,Tag1,-43,-33.54890319,3.16227766,15/11/2021 02:13:27
Reader3,Tag2,-31,-33.86978701,1.258925412,15/11/2021 02:13:28
Reader3,Tag2,-31,-33.66336078,1.258925412,15/11/2021 02:13:29
Reader3,Tag1,-41,-34.18745564,2.511886432,15/11/2021 02:13:29
Reader3,Tag2,-23,-33.39305927,3.16227766,15/11/2021 02:13:30
Reader3,Tag1,-23,-32.65890719,3.16227766,15/11/2021 02:13:31
Reader3,Tag1,-23,-31.35072034,3.16227766,15/11/2021 02:13:32
Reader3,Tag2,-31,-31.3262381,1.258925412,15/11/2021 02:13:33
Reader3,Tag2,-31,-31.262896,1.258925412,15/11/2021 02:13:34
Reader3,Tag1,-23,-30.69166893,3.16227766,15/11/2021 02:13:35
Reader3,Tag2,-23,-30.1608256,3.16227766,15/11/2021 02:13:35
Reader3,Tag1,-23,-29.66734001,3.16227766,15/11/2021 02:13:36
Reader3,Tag2,-31,-31.16097586,1.258925412,15/11/2021 02:13:38
Reader3,Tag2,-31,-31.14992826,1.258925412,15/11/2021 02:13:39
Reader3,Tag2,-31,-31.13964627,1.258925412,15/11/2021 02:13:39
Reader3,Tag1,-41,-31.17284807,2.511886432,15/11/2021 02:13:40
Reader3,Tag1,-23,-30.57317045,3.16227766,15/11/2021 02:13:41
Reader3,Tag1,-23,-30.05465764,3.16227766,15/11/2021 02:13:41
Reader3,Tag1,-23,-29.57184353,3.16227766,15/11/2021 02:13:42
Reader3,Tag1,-41,-30.3536979,2.511886432,15/11/2021 02:13:43
Reader3,Tag2,-31,-31.13007539,1.258925412,15/11/2021 02:13:43
Reader3,Tag1,-41,-31.08183725,2.511886432,15/11/2021 02:13:44
Reader3,Tag2,-23,-30.529239,3.16227766,15/11/2021 02:13:44
Reader3,Tag1,-41,-31.24501426,2.511886432,15/11/2021 02:13:45
Reader3,Tag1,-23,-30.66600091,3.16227766,15/11/2021 02:13:46
Reader3,Tag1,-41,-31.37205345,2.511886432,15/11/2021 02:13:46
Reader3,Tag2,-31,-31.2282686,1.258925412,15/11/2021 02:13:47
Reader3,Tag2,-31,-31.89390948,1.258925412,15/11/2021 02:13:47
Reader3,Tag2,-22,-31.86131923,3.548133892,15/11/2021 02:13:49
Reader3,Tag1,-23,-31.2562317,3.16227766,15/11/2021 02:13:49
Reader3,Tag1,-41,-31.92153888,2.511886432,15/11/2021 02:13:50
Reader3,Tag1,-41,-32.54138827,2.511886432,15/11/2021 02:13:51
